budget,runtime,genres,production_companies,production_countries,release_year,popularity,vote_count,original_language,cast_count,crew_count,revenue,rating,success_class
100000000,115,"['Action', 'Comedy', 'Drama']","['Jessie Nelson Productions', 'Silver Pictures', 'David Dobkin Productions', 'Warner Bros. Pictures']",['US'],2007,11.2113,898,en,130,114,97800000,5.863,Average
150000000,101,"['Drama', 'Science Fiction', 'Thriller']","['Warner Bros. Pictures', 'Village Roadshow Pictures', 'Weed Road Pictures', 'Overbrook Entertainment', 'Heyday Films', 'Original Film']","['US', 'GB']",2007,12.208,16446,en,62,167,585410052,7.211,Hit
38000000,93,"['Adventure', 'Action', 'Comedy', 'Romance']","['Zephyr Films', 'Carthago Films', 'The De Laurentiis Company', 'DDL Cinematografica', 'Red Lion', 'Ingenious Media', 'Anchor Bay Entertainment']","['LU', 'IT', 'FR', 'GB', 'US']",2007,10.1033,357,en,19,25,5410749,4.884,Flop
65000000,116,"['Action', 'Adventure', 'War']","['Virtual Studios', 'Legendary Pictures', 'Hollywood Gang Productions', 'Atmosphere Entertainment MM', 'Warner Bros. Pictures', 'Cruel & Unusual Films']",['US'],2007,10.3468,14369,en,83,244,456082343,7.191,Hit
40000000,94,"['Action', 'Science Fiction', 'Thriller', 'Horror']","['Dune Entertainment', 'Davis Entertainment', '20th Century Fox', 'Brandywine Productions']",['US'],2007,10.2516,3181,en,51,235,130290885,5.179,Average
10000000,113,['Thriller'],"['M7 Filmproduktion', 'New Line Cinema', 'Castle Rock Entertainment', 'Weinstock Productions']","['DE', 'US']",2007,9.2101,4170,en,50,38,91354215,7.262,Average
7500000,109,"['Comedy', 'Crime']","['Crystal Sky Pictures', 'From Out of Nowhere Productions', 'Silver Nitrate', 'Chicago Entertainment Partners']",['US'],2007,9.4074,978,en,47,96,8742330,6.59,Flop
10000000,102,['Comedy'],"['Tollin/Robbins Productions', 'Davis Entertainment', 'DreamWorks Pictures', 'Eddie Murphy Productions']",['US'],2007,8.6254,2519,en,81,32,159814490,5.676,Average
24000000,89,"['Action', 'Thriller', 'Drama']","['EuropaCorp', 'Charles Gordon Productions', 'Adrian Askarieh Productions']","['FR', 'US', 'GB', 'TR']",2007,9.2574,3546,en,55,54,101276318,6.2,Average
20000000,113,['Comedy'],"['Columbia Pictures', 'Apatow Productions']",['US'],2007,8.883,7798,en,54,101,170800000,7.3,Average
85000000,122,"['Crime', 'Thriller']","['Warner Bros. Pictures', 'Village Roadshow Pictures', 'Jerry Weintraub Productions', 'Section Eight']",['US'],2007,8.3669,6682,en,111,126,311312624,6.7,Hit
140000000,90,"['Action', 'Comedy', 'Crime']","['New Line Cinema', 'Roger Birnbaum Productions', 'Arthur Sarkissian Productions', 'Unlike Film Productions']","['US', 'DE']",2007,8.3823,3569,en,51,43,258097122,6.482,Hit
25000000,103,"['Action', 'Crime', 'Thriller']","['Lionsgate', 'Mosaic Media Group', 'Fierce Entertainment', 'Current Entertainment', 'Rogue Films']","['US', 'CA']",2007,7.9218,1978,en,44,75,40452643,6.391,Flop
60000000,100,"['Action', 'Adventure', 'Comedy']","['Touchstone Pictures', 'Wild Hogs Productions']",['US'],2007,7.5811,2388,en,55,117,253625427,5.968,Hit
7500000,96,"['Comedy', 'Drama', 'Romance']","['Mandate Pictures', 'Mr. Mudd', 'Fox Searchlight Pictures']",['US'],2007,9.1675,7464,en,30,79,232372681,7.055,Hit
60000000,92,"['Comedy', 'Family', 'Fantasy']","['Fox 2000 Pictures', 'Regency Enterprises', 'Bagdasarian Productions', 'Dune Entertainment', '20th Century Fox']",['US'],2007,8.8441,4650,en,47,75,361366633,5.826,Hit
25000000,120,"['Drama', 'Thriller', 'Crime']","['Castle Rock Entertainment', 'Mirage Enterprises', 'Section Eight', 'Samuels Media']",['US'],2007,7.9111,1886,en,67,48,92991835,6.786,Average
20000000,89,['Horror'],"['Evolution Entertainment', 'Universal Pictures', 'Twisted Pictures']",['US'],2007,7.4823,2381,en,18,170,22382047,6.45,Flop
65000000,157,"['Crime', 'Mystery', 'Thriller']","['Paramount Pictures', 'Warner Bros. Pictures', 'Phoenix Pictures']",['US'],2007,8.5461,11213,en,101,52,84785914,7.525,Average
150000000,91,"['Family', 'Animation', 'Adventure', 'Comedy']","['Columbus 81 Productions', 'DreamWorks Animation']",['US'],2007,7.9121,5103,en,35,62,287594577,6.025,Hit
15000000,100,"['Horror', 'Thriller', 'Science Fiction']","['DNA Films', 'Figment Films', 'UK Film Council', 'Fox Atomic', 'Koan', 'Sogecine']","['GB', 'ES', 'US']",2007,7.8966,5231,en,43,211,72304846,6.606,Average
15000000,158,"['Action', 'Drama', 'Romance', 'Thriller']","['River Road Entertainment', 'Haishang Films', 'Focus Features', 'Sil-Metropole Organisation', 'Shanghai Film Group', 'Edko Films']","['CN', 'HK', 'TW', 'US']",2007,8.1308,761,zh,41,66,67100000,7.237,Average
60000000,95,"['Adventure', 'Drama', 'Family']","['Lauren Levine Productions Inc.', 'Walden Media', 'Hal Lieberman Company', 'Walt Disney Pictures']",['US'],2007,7.2501,5075,en,28,79,137587063,7.306,Average
70000000,96,"['Action', 'Science Fiction', 'Thriller']","['Virtual Studios', 'Revolution Studios', 'Saturn Films', 'Broken Road Productions', 'Initial Entertainment Group']",['US'],2007,7.2159,3152,en,35,103,76066841,6.119,Average
25000000,158,['Drama'],"['Paramount Vantage', 'Miramax', 'JoAnne Sellar Productions', 'Ghoulardi Film Company']",['US'],2007,7.1872,7142,en,54,99,77208711,8.079,Average
100000000,157,"['Drama', 'Crime']","['Film Rites', 'Imagine Entertainment', 'Universal Pictures', 'Relativity Media', 'Scott Free Productions']",['US'],2007,7.1718,5816,en,158,89,269755430,7.588,Hit
20000000,85,"['Comedy', 'Adventure', 'Fantasy']","['Regency Enterprises', 'New Regency Pictures', 'Paul Schiff Productions', '20th Century Fox']",['US'],2007,7.0675,1620,en,103,56,87238158,3.874,Average
110000000,114,"['Thriller', 'Action', 'Fantasy']","['Crystal Sky Pictures', 'Relativity Media', 'Columbia Pictures', 'Marvel Studios', 'Canarsie']",['US'],2007,7.0658,6270,en,27,74,228738393,5.6,Hit
30000000,123,"['Drama', 'Romance']","['Universal Pictures', 'StudioCanal', 'Relativity Media', 'Working Title Films']","['FR', 'GB', 'US']",2007,7.0426,4557,en,48,63,131016624,7.641,Average
180000000,113,"['Adventure', 'Fantasy']","['Depth of Field', 'New Line Cinema', 'Scholastic Productions', 'Ingenious Media']","['GB', 'US']",2007,6.8358,4725,en,60,183,372200000,6.08,Hit
0,94,"['Animation', 'Action', 'Fantasy']","['Pierrot', 'TV Tokyo', 'Aniplex', 'dentsu']",['JP'],2007,6.7841,1047,ja,18,112,13219807,7.404,Flop
70000000,115,"['Action', 'Drama', 'Mystery', 'Thriller']","['Universal Pictures', 'The Kennedy/Marshall Company', 'Ludlum Entertainment', 'Bourne Again']","['US', 'GB']",2007,6.7454,8112,en,66,435,442824138,7.434,Hit
0,112,"['Romance', 'Drama']","['Laurel Films', 'The French Connection']","['CN', 'FR']",2007,6.5108,60,zh,8,4,5095696,6.533,Flop
25000000,88,"['Crime', 'Thriller', 'Mystery']","['Nu Image', 'Anonymous Content', 'Millennium Media', 'Hygenic Productions', 'MWP Productions']",['US'],2007,6.3758,886,en,51,87,5796630,6.07,Flop
20000000,99,"['Action', 'Horror', 'Thriller']","['Dimension Films', 'Village Roadshow Pictures', 'Emu Creek Pictures']","['AU', 'US']",2007,6.3636,738,en,15,43,4600000,6.343,Flop
8000000,95,"['Drama', 'Comedy', 'Thriller']","['Film4 Productions', 'Ingenious Film Partners', 'Scottish Screen', 'Sigma Films']",['GB'],2007,5.9325,178,en,17,9,2149799,6.7,Flop
15000000,103,"['Fantasy', 'Comedy', 'Romance']","['Summit Entertainment', 'Tatira-Hiller Productions', 'Type A Films', 'Grosvenor Park Productions']","['GB', 'US']",2007,5.6576,1446,en,29,25,21156270,6.73,Flop
4600000,97,['Drama'],"['Montfort Producciones', 'Killer Films', 'Celluloid Dreams', 'ATO Pictures', '120dB Films', 'A Contraluz Films', 'Videntia Frames', 'John Wells Productions']","['US', 'ES', 'FR']",2007,5.7754,215,en,18,43,1432799,5.6,Flop
12000000,121,"['Crime', 'Action', 'Comedy']","['Big Talk Studios', 'StudioCanal', 'Working Title Films', 'Ingenious Media', 'Universal Pictures', 'Rogue Pictures']","['FR', 'GB', 'US']",2007,5.7381,8053,en,55,68,80600000,7.6,Average
130000000,92,"['Science Fiction', 'Adventure', 'Action']","['1492 Pictures', 'Bernd Eichinger Productions', '20th Century Fox', 'Constantin Film', 'Marvel Studios', 'Ingenious Film Partners']","['DE', 'GB', 'US']",2007,5.9541,8230,en,35,69,301913131,5.628,Hit
27000000,106,"['Comedy', 'Drama']","['New Line Cinema', 'Hannah Rachel Production Services', 'Meradin Zweite Productions']",['US'],2007,5.747,317,en,35,23,9400000,6.675,Flop
17500000,91,"['Action', 'Comedy', 'Crime']",['Apipoulaï Prod'],['FR'],2007,5.9281,1300,fr,50,32,65114802,5.6,Average
0,130,"['Action', 'Comedy', 'Crime']","['Happinet Pictures', 'TOHO', 'Akita Shoten', 'Tristone Entertainment', 'CBC', 'MBS', 'TBS', 'Happinet']",['JP'],2007,5.8191,369,ja,20,18,22036607,7.076,Flop
70000000,115,"['Action', 'Drama', 'Mystery', 'Thriller']","['Universal Pictures', 'The Kennedy/Marshall Company', 'Ludlum Entertainment', 'Bourne Again']","['US', 'GB']",2007,6.7454,8112,en,66,435,442824138,7.434,Hit
20000000,113,"['Drama', 'Comedy', 'Romance']",['Morgan Creek Entertainment'],['US'],2007,6.0878,464,en,41,59,25000167,5.975,Flop
160000,85,"['Drama', 'Music', 'Romance']","['Samson Films', 'Summit Entertainment', 'RTÉ', 'Fís Éireann/Screen Ireland']","['IE', 'US']",2007,5.8339,1406,en,35,37,20710513,7.407,Flop
0,130,"['Action', 'Comedy', 'Crime']","['Happinet Pictures', 'TOHO', 'Akita Shoten', 'Tristone Entertainment', 'CBC', 'MBS', 'TBS', 'Happinet']",['JP'],2007,5.8191,369,ja,20,18,22036607,7.076,Flop
4600000,97,['Drama'],"['Montfort Producciones', 'Killer Films', 'Celluloid Dreams', 'ATO Pictures', '120dB Films', 'A Contraluz Films', 'Videntia Frames', 'John Wells Productions']","['US', 'ES', 'FR']",2007,5.7754,215,en,18,43,1432799,5.6,Flop
27000000,106,"['Comedy', 'Drama']","['New Line Cinema', 'Hannah Rachel Production Services', 'Meradin Zweite Productions']",['US'],2007,5.747,317,en,35,23,9400000,6.675,Flop
12000000,121,"['Crime', 'Action', 'Comedy']","['Big Talk Studios', 'StudioCanal', 'Working Title Films', 'Ingenious Media', 'Universal Pictures', 'Rogue Pictures']","['FR', 'GB', 'US']",2007,5.7381,8053,en,55,68,80600000,7.6,Average
70000000,127,"['Adventure', 'Fantasy', 'Romance', 'Family']","['Paramount Pictures', 'Marv', 'Vaughn Productions', 'di Bonaventura Pictures', 'Ingenious Media']","['IS', 'GB', 'US']",2007,5.6895,4295,en,45,102,137500000,7.3,Average
15000000,103,"['Fantasy', 'Comedy', 'Romance']","['Summit Entertainment', 'Tatira-Hiller Productions', 'Type A Films', 'Grosvenor Park Productions']","['GB', 'US']",2007,5.6576,1446,en,29,25,21156270,6.73,Flop
185000000,152,"['Drama', 'Action', 'Crime', 'Thriller']","['Warner Bros. Pictures', 'Legendary Pictures', 'Syncopy', 'DC']","['GB', 'US']",2008,26.8427,34890,en,138,146,1004558444,8.525,Hit
180000000,98,"['Animation', 'Family', 'Science Fiction']",['Pixar'],['US'],2008,18.7248,19748,en,29,226,521311860,8.105,Hit
140000000,126,"['Action', 'Science Fiction', 'Adventure']","['Marvel Studios', 'Marvel Entertainment', 'Fairview Entertainment']",['US'],2008,18.6335,27573,en,65,200,585174222,7.655,Hit
37000000,122,"['Fantasy', 'Drama', 'Romance']","['Summit Entertainment', 'Temple Hill Entertainment', 'Maverick Films', 'Imprint Entertainment', 'Goldcrest', 'Aura Films']","['GB', 'US']",2008,17.343,14131,en,45,130,393616788,6.284,Hit
130000000,90,"['Animation', 'Family', 'Comedy', 'Action', 'Adventure']",['DreamWorks Animation'],['US'],2008,15.55,12260,en,26,25,632091832,7.311,Hit
200000000,106,"['Adventure', 'Action', 'Thriller', 'Crime']","['EON Productions', 'Metro-Goldwyn-Mayer', 'Columbia Pictures', 'B22']","['GB', 'US']",2008,15.851,8278,en,75,474,589593688,6.336,Hit
25000000,94,"['Action', 'Thriller']","['EuropaCorp', 'M6 Films', 'Grive Productions']","['FR', 'US']",2008,14.0023,11789,en,36,402,226830568,7.399,Hit
150000000,114,"['Science Fiction', 'Action', 'Adventure']","['Marvel Studios', 'Valhalla Motion Pictures', 'Marvel Entertainment']",['US'],2008,10.2344,12391,en,107,139,264770996,6.2,Hit
150000000,89,"['Adventure', 'Animation', 'Comedy', 'Family']","['DreamWorks Animation', 'Pacific Data Images']",['US'],2008,9.8645,7233,en,41,241,603900354,6.523,Hit
92000000,107,"['Action', 'Comedy', 'Adventure', 'War']","['DreamWorks Pictures', 'Red Hour', 'Goldcrest', 'Internationale Filmproduktion Stella-del-Süd']","['US', 'GB', 'DE']",2008,10.6169,6692,en,73,163,195702811,6.698,Average
58000000,114,"['Comedy', 'Romance', 'Drama']","['Universal Pictures', 'Casey Silver Productions', 'Smokehouse Pictures', 'Outlaw Productions']","['DE', 'US']",2008,8.6622,480,en,37,44,41299492,5.859,Flop
50000000,92,"['Action', 'Thriller', 'War']","['Millennium Media', 'Lionsgate', 'The Weinstein Company', 'Nu Image Entertainment']","['US', 'DE']",2008,8.5537,4140,en,43,167,113200000,6.7,Average
185000000,122,"['Adventure', 'Action']","['Paramount Pictures', 'Lucasfilm Ltd.']",['US'],2008,8.1999,8774,en,97,147,786636033,6.017,Hit
75000000,110,"['Action', 'Thriller', 'Crime']","['Kickstart Entertainment', 'Universal Pictures', 'Spyglass Entertainment', 'Marc Platt Productions', 'Top Cow Productions']",['US'],2008,8.6631,7400,en,21,133,342463063,6.522,Hit
12500000,94,"['Drama', 'War', 'History']","['BBC Film', 'Miramax', 'Heyday Films']","['GB', 'US']",2008,7.6806,7482,en,26,59,20416563,7.82,Flop
30000000,111,"['Comedy', 'Romance']","['Fox 2000 Pictures', 'Spyglass Entertainment', 'Dune Entertainment III']",['US'],2008,7.9246,3304,en,32,74,160300000,6.448,Average
34000000,100,"['Animation', 'Fantasy', 'Family']","['Studio Ghibli', 'TOHO', 'Nippon Television Network Corporation', 'dentsu', 'Hakuhodo DY Media Partners', 'The Walt Disney Company (Japan)', 'Mitsubishi']",['JP'],2008,6.6568,4623,ja,26,77,202404009,7.8,Average
80000000,88,"['Comedy', 'Romance', 'Drama']","['Spyglass Entertainment', 'Wild West Picture Show Productions', 'Type A Films', 'Birnbaum/Barber Productions']",['US'],2008,7.1476,1219,en,67,44,164112721,5.821,Average
14700000,103,"['Comedy', 'Drama', 'Romance']","['Vivendi Entertainment', 'Palm Pictures', 'Ever So Close', 'Visitor Pictures', 'Sherezade Films', 'Also Known As Pictures', 'Benaroya Pictures', 'Plum Pictures', '2008NY5', 'Grand Army Entertainment', 'Grosvenor Park Productions']","['US', 'GB']",2008,7.804,574,en,46,183,9961023,5.945,Flop
150000000,166,"['Drama', 'Fantasy', 'Romance']","['Paramount Pictures', 'Warner Bros. Pictures', 'The Kennedy/Marshall Company']",['US'],2008,7.9631,13404,en,110,446,335802786,7.595,Hit
40000000,110,['Comedy'],"['Paramount Pictures', 'Apatow Productions']",['US'],2008,6.9021,1074,en,57,35,32900000,5.823,Flop
65000000,146,"['Comedy', 'Drama', 'Romance']","['Darren Star Productions', 'New Line Cinema', 'HBO']",['US'],2008,6.6437,2217,en,65,33,418800000,6.567,Hit
9000000,86,"['Horror', 'Thriller']","['Intrepid Pictures', 'Rogue Pictures', 'Vertigo Entertainment', 'Mandate Pictures']",['US'],2008,6.2503,2588,en,11,159,83051676,6.129,Average
85000000,86,"['Animation', 'Comedy', 'Family', 'Adventure', 'Fantasy']","['Blue Sky Studios', '20th Century Fox Animation']",['US'],2008,7.0464,3459,en,54,56,298572799,6.51,Hit
60000000,106,"['Adventure', 'Family', 'Fantasy']","['New Line Cinema', 'Internationale Filmproduktion Blackbird Erste']",['US'],2008,6.7046,2194,en,43,61,62803180,6.296,Average
80000000,118,"['Mystery', 'Thriller', 'Action']","['KMP Film Invest', 'K/O Paper Products', 'DreamWorks Pictures', 'Goldcrest']","['DE', 'GB', 'US']",2008,7.9552,3026,en,97,145,178800000,6.479,Average
40000000,130,['Drama'],"['Davis Entertainment', 'Relativity Media', 'IDEA Filmproduktions', 'Universal Pictures']","['DE', 'US']",2008,6.6004,277,en,98,19,9793496,7.1,Flop
150000000,92,"['Fantasy', 'Action']","['Columbia Pictures', 'Relativity Media', 'Blue Light', 'Weed Road Pictures', 'Overbrook Entertainment']",['US'],2008,6.0774,9995,en,71,175,629400000,6.352,Hit
20000000,96,"['Comedy', 'Action']",['Cube Vision'],['US'],2008,7.5377,256,en,30,16,38800000,5.668,Flop
32000000,124,"['Drama', 'Romance']","['The Weinstein Company', 'Mirage Enterprises', 'Studio Babelsberg']","['DE', 'US']",2008,5.841,3290,en,28,49,108902486,7.5,Average
52000000,108,"['Comedy', 'Romance']","['Littlestar', 'Playtone', 'Internationale Filmproduktion Richter']","['DE', 'GB', 'US']",2008,6.9038,6856,en,84,139,609841637,6.974,Hit
17759769,110,"['Drama', 'History', 'Romance']","['Pathé Renn Productions', 'BBC Film', 'BiM Distribuzione', 'Qwerty Films', 'Magnolia Mae Films']","['IT', 'GB', 'FR']",2008,6.1527,1751,en,39,67,43306325,6.995,Average
145000000,112,"['Adventure', 'Action', 'Fantasy']","['Universal Pictures', 'Relativity Media', 'The Sommers Company', 'Alphaville Films', 'Beijing Happy Pictures', 'Shanghai Film Group', 'Internationale Filmproduktion Blackbird Erste']","['CN', 'DE', 'US', 'CA', 'GB', 'HK']",2008,6.4908,4671,en,50,55,403449830,5.51,Hit
225000000,150,"['Adventure', 'Family', 'Fantasy']","['Walt Disney Pictures', 'Walden Media', 'Silverbell Films', 'Mark Johnson Productions', 'C.S. Lewis Company']",['US'],2008,6.8369,6624,en,50,143,419665568,6.629,Hit
105000000,109,"['Adventure', 'Action', 'Drama', 'Fantasy']","['Centropolis Entertainment', 'Legendary Pictures', 'The Department of Trade, Industry and Competition of South Africa', 'Moonlighting Films', 'Warner Bros. Pictures']","['US', 'ZA', 'NZ']",2008,6.9149,3090,en,42,88,269784201,5.5,Hit
6,95,"['Crime', 'Action', 'Thriller']","['Millennium Media', 'Heroic Productions']",['US'],2008,6.3198,160,en,21,115,10,5.319,Flop
80000000,99,"['Fantasy', 'Comedy', 'Family', 'Romance']","['Walt Disney Pictures', 'Gunn Films', 'Happy Madison Productions']",['US'],2008,5.8987,2914,en,61,95,212874864,6.159,Average
35000000,123,"['Drama', 'Crime']","['Columbia Pictures', 'Relativity Media', 'Michael De Luca Productions', 'Trigger Street Productions']","['US', 'GB']",2008,6.1374,4903,en,42,104,159808370,6.693,Average
3000000,94,"['Horror', 'Thriller']","['B and G Derivatives Holdings', 'Ghost House Pictures', 'Stage 6 Films', 'BUFO']","['US', 'BG']",2008,6.4474,243,en,21,34,156941,5.165,Flop
45000000,105,"['Action', 'Thriller', 'Science Fiction']","['Impact Pictures', 'Universal Pictures', 'Relativity Media', 'Cruise/Wagner Productions', 'H2S2 Filmproduktionsgesellschaft', 'Scion Films']","['GB', 'US', 'DE']",2008,6.9384,4001,en,42,398,76000000,6.288,Average
12000000,113,"['Drama', 'Romance']","['Clinica Estetico', 'Marc Platt Productions']",['US'],2008,5.7895,610,en,103,26,16937968,6.293,Flop
130000000,165,"['Adventure', 'Romance', 'Drama']","['Bazmark', '20th Century Fox', 'Dune Entertainment', 'Ingenious Film Partners']","['AU', 'GB', 'US']",2008,7.0758,2389,en,46,301,211787511,6.588,Average
90000000,113,"['Comedy', 'Action']","['Relativity Media', 'Happy Madison Productions', 'Columbia Pictures']",['US'],2008,6.349,3956,en,181,111,204313400,5.72,Average
150000000,98,"['Animation', 'Family', 'Adventure', 'Comedy']","['Walt Disney Animation Studios', 'Walt Disney Pictures']",['US'],2008,6.878,6354,en,48,158,309979994,6.534,Hit
15000000,102,"['Comedy', 'Music']","['Fox Atomic', '21 Laps Entertainment']",['US'],2008,6.5037,612,en,37,17,8762890,6.046,Flop
15000000,121,"['Drama', 'Romance']","['Celador Films', 'Film4 Productions']",['GB'],2008,6.5236,11044,en,89,67,378400000,7.729,Hit
12850990,91,"['Horror', 'Thriller']","['Rollercoaster Films', 'Aramid Entertainment']",['GB'],2008,5.5679,1987,en,17,80,3984669,6.829,Flop
2000000,94,"['Comedy', 'Horror']","['Teeth', 'Pierpoline Films']",['US'],2008,5.9769,781,en,26,34,2340110,5.382,Flop
